feature1;feature2
-0.3484163906484785;0.20781179132179445
-0.3189328206939599;-0.41811663795039444
-0.08376951951273141;0.40954943847701913
0.8355527504643336;0.2498097790262188
0.3911463152453168;-0.6668386164846057
0.4208975469073228;-0.0708048253180538
-0.5418534324562472;0.33994842041552087
0.01259710092385523;-0.6015667193884415
0.3469988091920889;-0.7940436358777491
0.8376953734056841;0.163875632209278
-0.1711409475562887;-0.6296564415489329
0.2993676726552081;-0.39590132148258644
-0.37518163731971516;-0.6346493862326945
-0.15317702730491892;0.7267261865074435
-0.34643654784076006;-0.46843954189586773
-0.1140610995089716;-0.36557741616310135
0.230852349106069;-0.5784302539390664
-0.18624606527318044;0.2842771364031837
1.2506692740027476;0.05988636438172476
0.05847592320141955;-0.28460672942027726
-0.2698843624381839;0.282314885178361
-0.500188640407702;0.4550125573818794
-0.32506691739742244;0.4213219595476765
0.028515418392826102;-0.29563979825409337
0.5431116515461142;0.7524201537158968
-0.9299856040129363;0.44840944781686615
0.3121027585461064;-0.6010386212492203
0.05128665731393562;0.017829150763403502
0.552437965143886;-0.4394717128344561
0.30686136388794966;-0.46103973694641137
-0.45442454012464806;-0.7642687751890822
-0.4830198050784345;-0.42035594638561885
-0.8020646430398652;-0.13320977597414568
0.46545252191515124;0.7343471289591605
-0.4544745331095838;0.14694522719064226
-0.18239443271016742;0.3950891105022113
-0.127671087793302;-0.5692748021306513
-0.4449736323735682;0.0653116616144488
-0.3570171566374306;-0.22363421768824432
-0.2653107835772506;0.7667873472909216
0.760895787034263;0.33397777616573326
-0.4436669609398931;-0.3570005474632744
0.1330634764930262;-0.644038825702272
0.791952676468246;0.17468332833062652
-0.19383693448387437;0.496868360969563
0.34881461345267595;-0.501140315075492
0.9298209917103591;0.045936653142557314
-0.2575792731210751;0.17912640633603794
0.8615069229043975;0.5002399225335942
-0.18397399368455772;-0.5417597403526581
0.28765404435030734;-0.22058899985537955
-0.15134932770179602;0.32796276726202966
0.5536005433514559;0.8528469970639488
0.011100694067364214;-0.5674080708757648
0.003524278825716642;-0.11747155043007015
-0.32977900534229226;0.669111936719527
-0.6209747637206787;-0.46465964554449296
0.07819234930492111;0.029286135554897345
-0.4240840308551634;0.36228346891753643
-0.3399512857009848;0.47461857934783186
-0.051888094919880126;0.17745433500643384
0.336782175242803;-0.15160638107177976
-0.3577158743939533;0.2510190464957901
0.6556682063844171;0.6534260202671601
0.48299176797057897;0.7194944689978249
0.5286432886231414;0.8430778871830621
0.239934195140003;-0.6789415455193885
0.32665741985109287;-0.4810827445644071
-0.11270375245247945;0.29738299283325215
-0.4403790767822392;-0.43297630858722636
0.6261175493039951;0.6371368224924067
-0.7658915237060749;0.2979598870719143
-0.06905540599457013;0.6409286358090414
-0.41569056875830923;0.11252162991830553
-0.3496518350215624;0.0920140106253681
-0.3214185912053101;0.23839996947390996
-0.44408757258177695;0.36426478743812923
-0.37851314311352025;0.3202373911676575
-0.3188946787929845;-0.4571957406214936
-0.39156303841563195;0.3100870942294939
0.47658771790281823;-0.3510052474732499
0.7912253785824437;0.17265768290442637
-0.8449557314891457;0.2851153278232405
0.9281161958886915;0.1496684281985779
-0.3142931200796504;0.5234691491851571
-0.35621372533475826;0.1959927320522229
0.1195817618319145;-0.2875946712365406
0.8049458892909601;0.313723191534677
-0.5585071037954653;-0.7311632551611253
0.1130032199424196;0.05082241352595768
-0.16111512111495194;-0.5404992607339837
-0.003127512556350272;0.26732212946562994
-0.07687183617247734;0.763864918873601
-0.23254709340244203;-0.35931115183459517
-0.23781654522626852;-0.35209865993175693
