feature1;feature2
0.1414392942408813;-0.21343888815824602
0.25386606742776446;0.4867371088578089
0.07206256021897794;-0.39035563100693416
-0.842236972858709;-0.19528239441984513
-0.270843375936605;0.5246189363606357
-0.2501029049404087;-0.19618803099782367
0.4766017246957352;-0.33353049230610216
0.08896364774778565;0.6111665129037976
-0.39959582229719465;0.5387349412350273
-0.860071133043288;-0.10102094922170374
-0.23453585796545678;0.4351533919538738
-0.2572524855012177;0.2735808879367428
0.30083471402052936;0.6921693040285714
-0.014208358033138933;-0.5732185854638109
0.0202686378076744;0.34043184369721785
0.26588311203488374;0.41884675258133414
-0.2690755089761074;0.5578017582270539
0.21609473579973604;-0.28128259988304
-1.3900486184167398;0.19089171416371187
-0.12992550492632018;0.19793296149114345
0.2906914511380328;-0.28177830768794454
0.5837044716152399;-0.3399184949765217
0.3025737760177471;-0.3110493725760991
0.12773293239552855;0.3315522636700424
-0.6470312177353883;-0.6937993699398628
1.088763803489147;-0.2730666522366975
-0.3024143229437957;0.4426883021212754
-0.025782510035862835;-0.16696520650898466
-0.4323380353614191;0.41313389499606645
-0.3208978120760314;0.3188870200442205
0.6894482209499393;0.729338390618864
0.3622526468905759;0.5872404037112825
0.9209522106737261;0.2319291188726916
-0.5861673438345113;-0.6811398782872036
0.08086980577021126;-0.23747179640575644
0.19543281261691456;-0.4420144387154053
0.12985258794928167;0.5187738925389704
0.37041443948643565;-0.21706492055335136
0.06357370048150207;0.0374983085967069
0.4619737542479362;-0.6819522480346871
-0.9195260861025086;-0.2445702808264364
0.36160637698606996;0.41953063155178477
-0.03222958434051728;0.6467767225379564
-0.8063327301402017;-0.15129923757151456
0.1571160204048183;-0.5247691275894344
-0.2762195394127277;0.49021463721640146
-1.0271553836090528;0.11382217133670337
0.3500650372214736;-0.13536016756423114
-0.895162153930309;-0.3884242483193486
0.2917464285131937;0.5617759024933724
-0.25501380629493675;0.13748856545993746
0.4805880095978946;-0.10723054721695643
-0.6878012417862486;-0.7986985465262596
0.13574177477949012;0.5948978535177557
-0.016199223092055803;0.02375001057995019
0.5489134022493409;-0.35948642300560174
0.813170697762926;0.4873864696793403
0.4404844758443909;0.20005206261009903
0.1702731596004618;-0.42079869973713857
0.2812509585039857;-0.4200419109307371
0.03362112635488924;-0.2337733204278026
-0.2729831471355052;0.03953413963797832
0.29420001464363593;-0.26307909900732945
-0.7337131727855132;-0.5805763501496835
-0.6181762369742723;-0.7216477582698644
-0.6366179988227041;-0.7679539052161218
-0.25064063760985905;0.4779727808847294
-0.2252871361933578;0.5822274066269711
0.23684091434971086;-0.17357339443793277
-0.06266763573583217;0.1667529411901786
-0.7158677004144804;-0.4997713203473933
0.9328895740627741;-0.21870776936660266
0.09397636877283312;-0.6020803608781431
0.14739875611260195;-0.23547196520266378
0.16476036361026297;-0.16583887266344713
0.21411450570279514;-0.3349225113836476
0.43307347503922766;-0.41215164428327355
0.504872085460277;-0.2765128726530207
0.2591558033255183;0.4801368271668814
0.26526560740808947;-0.3277896875282433
-0.3576705108064068;0.5371068687454698
-0.8629639532639519;-0.09256220899577458
0.9789451071488449;-0.2917797104183932
-0.9805805443959038;-0.039634385722230374
0.17605029795117216;-0.5139575768916089
0.3696746730879908;-0.16458220438775384
-0.13186599572519248;0.13781843107247854
-0.8340769872403409;-0.319456430869216
0.7192139340080457;0.7292803715831637
-0.15876040077547823;-0.10578445470366278
0.17099349465268568;0.5079303595284563
-0.04037811247796567;-0.37522124937932194
0.029997082323079384;-0.6784942836226234
-0.0713820154342885;0.13337023713012094
0.19698265248121336;0.3293096868744219
0.5563440338299489;-0.47086495829131736
0.2035689810515335;-0.47400536422900635
-0.7727403384013033;-0.36168405376587953
-0.02364755993360315;0.1956654935664918
0.14233318049081797;-0.5362320880225901
0.7423815763333345;0.558906952489719
0.29193345323053954;-0.4115048214353334
0.5936797223865963;-0.11657150620054635
1.0474905840908446;0.07395669821911784
-0.8259403905839555;-0.21926558067238797
0.12705524701123633;0.14585137173431173
0.0008334650480721609;0.7756640957308739
0.7265260403253734;0.5776563404459024
-0.8712915672740703;-0.1442674831240437
0.19125399299618615;-0.595516118188939
0.06454562803754312;0.4005304195738901
0.928464504620172;0.03051815844386292
-0.9620468165068148;-0.14843824482557777
0.1886773453336627;-0.550101523250131
-0.05855216817603026;0.09656927906530063
0.053359267482301506;0.49988422033592333
-0.022489406354288335;0.1440798004903297
0.06274591365348946;0.3408165484842892
0.5535909251475308;0.010530062009853382
0.3506753946791299;-0.4622128638224706
-0.8080715259862427;-0.31553042231501005
-0.14401114140638718;0.5983679136012515
-0.9625727302890679;-0.04897857756554518
-1.0759291692508817;-0.15645566814296563
0.6068827170625993;0.347777989132714
-0.5888796420325059;-0.6694823614163041
0.30220223365123755;-0.5178040998569893
0.33222449697917844;-0.4438829048163759
-0.031056510241562238;0.08300414132061765
-0.09529871435989147;0.6981952226273677
-0.09541288572547871;0.17122388476933276
0.13806985807334934;0.5790165299447315
0.2383146559746284;-0.31821046451747137
0.43007158017433456;-0.41103283395126233
0.07343514762845627;-0.07255120989724131
0.6211387823197075;-0.4334987554057884
0.07491655004722358;0.47543698723922045
0.20466380813148374;0.6119229756097079
-0.19717419900403108;0.8497866004288128
0.19444919838195537;-0.45001511059183236
-0.0037369823191722787;0.026152161252152285
0.7794566066722184;0.6136675317335876
0.1332876856317085;0.4491888692060828
-0.7264772418144564;-0.6031484162002857
-0.17040912788521637;0.3746822896942652
-0.05021166698851087;-0.1630123712297188
0.3309263432316509;0.19996802217018358
-0.026430009776617462;-0.6686955463985372
0.36377313780843923;0.6569002263151585
-0.9938036061289189;-0.14304430065027446
-1.3387658093179446;0.01027482461170012
0.38388638447506884;-0.01951053806307805
-0.9812409430162569;0.07382484783206267
0.5843505881911439;-0.47222442245765933
1.0226813229084686;-0.2517550431511318
-0.2195025978861118;0.38618757283159116
0.06923565248613518;-0.599812098448527
0.4637128098558;-0.2612081271253954
0.034920801335702384;0.3178546123118029
-0.0867079245547957;0.40288422631502907
0.874750696545977;0.38490903496246914
1.1950496732359024;0.10796665062748194
0.4039258039120765;-0.16125383221986958
0.2875245432961877;-0.5985923571163394
0.2391654917522853;-0.5974494903800003
0.31855611050603644;-0.2860095682706572
